Shipment_ID,Order_ID,Customer_ID,Customer_Name,Email,Phone,City,Country,Region,Postal_Code,Product_ID,Product_Name,Category,Weight_kg,Quantity,Unit_Price,Total_Price,Shipment_Date,Delivery_Date,Delay_Days,Status,Delivery_Mode,Vehicle_ID,Driver_Name,Transport_Type,Route_ID,Fuel_Cost,Distance_km,Delivery_Center,Warehouse_Name,Manager_Name,Order_Priority,Payment_Mode,Insurance,Return_Status,Remarks,Revenue,Delivery_Duration,Fuel_Efficiency,Profit,Delay_Flag,Urgency_Level,Payment_Mode_Encoded,Order_Priority_Encoded
S891481,O64502,C9684,John Doe,,9.18E+11,Chennai,Unknown,East,110001,P3616,Headphones,Unknown,93.98014469,6,2421.167471,10057.47873,14-11-2021,27-02-2021,8,Delivered,Rail,V182,Mr. Rao,Bike,R479,9895.221282,957.7747754,Hub C,North Hub,Ms. Verma,Unknown,Credit,Unknown,Not Returned,No Remarks,14527.00483,-260 days,0.096791648,162.257448,Yes,Na,2,2
S272589,O90820,C9314,Li Wei,John@Example.Com,9.17E+11,Bangalore,Uk,South,600001,P8007,Unknown,Electronics,9.305003954,7,524.0510367,192457.5095,08-05-2021,17-09-2021,1,Delivered,Road,V666,Mrs. Patel,Truck,R446,5527.842774,906.3141668,Unknown,Central,Unknown,Unknown,Cash,Unknown,Not Returned,Check Packaging,3668.357257,132 days,0.163954404,186929.6667,Yes,Na,1,2
S351406,O76591,C3602,Fatima Noor,,9.17E+11,Bangalore,Usa,East,110001,P3107,Charger,Furniture,11.23519699,14,1457.382451,192457.5095,09-06-2021,09-08-2020,4,Pending,Rail,V478,Mr. Rao,Van,R799,5527.842774,796.3351565,Hub C,Central,Mr. Patel,Unknown,Card,No,Pending,Handle With Care,20403.35431,-304 days,0.144058937,186929.6667,Yes,Na,0,2
S518041,O22882,C4543,Amit Kumar,,9.16E+11,Mumbai,Uk,South,560001,P7433,Laptop,Clothing,29.47729945,7,833.9464516,198229.4405,01-09-2024,15-08-2025,10,Delayed,Road,V922,Mrs. Patel,Cargo,R216,103.9569566,494.6481899,Hub C,Unknown,Mr. Khan,Medium,Cash,Yes,Unknown,Delayed Delivery,5837.625161,348 days,4.758201914,198125.4835,Yes,Not Urgent,1,4
S159368,O78691,C2435,Amit Kumar,John@Example.Com,9.18E+11,Mumbai,Uk,East,0,P1268,Mobile,Furniture,78.62500816,8,1644.05942,38876.6444,10-01-2021,23-09-2023,8,Delayed,Ship,V685,Mr. Rao,Truck,R631,7652.798286,1942.654483,Warehouse B,North Hub,Mr. Khan,Medium,Cash,No,Returned,No Remarks,13152.47536,986 days,0.253848907,31223.84611,Yes,Not Urgent,1,4
S298222,O66857,C2306,Li Wei,John@Example.Com,9.16E+11,Mumbai,Usa,East,560001,P2208,Tablet,Unknown,52.24676811,12,4624.872973,103142.1669,09-02-2024,14-08-2021,14,Delayed,Air,V173,Mr. Lee,Van,R693,586.5309852,804.0189189,Warehouse A,North Hub,Unknown,High,Cash,Unknown,Not Returned,Check Packaging,55498.47568,-909 days,1.370803827,102555.6359,Yes,Urgent,1,3
S894197,O19888,C6614,Michael Brown,,9.17E+11,Unknown,Uk,East,560001,P5671,Charger,Electronics,71.46785633,17,2675.147143,148242.9735,03-05-2024,22-07-2022,0,Delayed,Rail,V652,Unknown,Cargo,R542,352.5252197,1053.600666,Warehouse B,Central,Mr. Patel,Medium,Cash,Unknown,Pending,Check Packaging,45477.50143,-651 days,2.988724231,147890.4483,No,Not Urgent,1,4
S926288,O61756,C3476,Fatima Noor,John@Example.Com,9.2E+11,Chennai,Uk,West,600001,P6857,Laptop,Unknown,32.85574054,9,1400.472211,190358.3469,26-01-2021,31-05-2024,2,Delayed,Air,V842,Unknown,Van,R178,5719.099567,1678.080913,Unknown,Central,Mr. Patel,Unknown,Unknown,Yes,Returned,Check Packaging,12604.2499,1221 days,0.293416978,184639.2473,Yes,Na,6,2
S929616,O88897,C1828,John Doe,Amit@Gmail.Com,9.17E+11,Mumbai,India,Unknown,400001,P5750,Headphones,Food,51.66632662,1,4539.137139,34984.62944,07-08-2020,27-05-2020,11,Delayed,Rail,V892,Mr. Lee,Truck,R421,4527.669155,1114.660511,Warehouse B,Unknown,Mr. Khan,Unknown,Unknown,Unknown,Not Returned,Check Packaging,4539.137139,-72 days,0.246188596,30456.96028,Yes,Na,6,2
S729302,O41547,C1875,Li Wei,,9.2E+11,Unknown,Usa,East,400001,P7608,Unknown,Accessories,7.867442848,5,1457.382451,50746.42056,16-07-2023,17-07-2022,0,In Transit,Air,V397,Mr. Lee,Truck,R717,1034.190411,1335.386338,Warehouse A,Central,Unknown,High,Online,Yes,Returned,Handle With Care,7286.912255,-364 days,1.291238368,49712.23015,No,Urgent,4,3
S634837,O80246,C2200,John Doe,John@Example.Com,9.18E+11,Mumbai,India,North,560001,P2362,Laptop,Clothing,14.37963913,8,3587.724083,51317.76474,08-09-2023,18-02-2020,1,Delivered,Road,V620,Mrs. Patel,Truck,R647,9534.073323,474.5804867,Unknown,North Hub,Ms. Verma,Low,Card,Unknown,Pending,Delayed Delivery,28701.79266,-1298 days,0.049777306,41783.69142,Yes,Normal,0,1
S742363,O96495,C7996,Amit Kumar,Amit@Gmail.Com,9.18E+11,Chennai,Usa,North,560001,P1018,Headphones,Food,49.63266184,7,494.0543596,103142.1669,08-04-2020,27-02-2020,1,Pending,Road,V473,Mr. Lee,Truck,R640,4839.54642,523.8880632,Hub C,Central,Mr. Khan,High,Credit,Unknown,Not Returned,Handle With Care,3458.380517,-41 days,0.10825148,98302.62048,Yes,Urgent,2,3
S507981,O81103,C5910,Michael Brown,,9.16E+11,Unknown,India,South,400001,P1606,Unknown,Unknown,20.27221031,17,3897.800553,188993.6872,06-01-2024,19-06-2021,1,Delivered,Unknown,V597,Mrs. Patel,Van,R410,6853.332809,1117.916775,Unknown,North Hub,Unknown,Low,Credit,No,Unknown,Check Packaging,66262.6094,-931 days,0.163120164,182140.3544,Yes,Normal,2,1
S361801,O45652,C7049,Amit Kumar,John@Example.Com,9.19E+11,Bangalore,Usa,East,0,P9819,Unknown,Clothing,9.305003954,17,247.9313375,54459.71879,09-07-2024,14-10-2024,2,Pending,Rail,V890,Ms. Sharma,Cargo,R629,1108.012233,713.1551668,Hub C,North Hub,Mr. Khan,High,Debit,Unknown,Unknown,Check Packaging,4214.832738,97 days,0.643634741,53351.70656,Yes,Urgent,3,3
S364725,O63834,C9343,Jane Smith,,9.19E+11,Chennai,Usa,North,110001,P5984,Unknown,Unknown,83.32804276,9,1131.194487,113440.8677,17-02-2025,23-02-2020,5,Delayed,Rail,V536,Unknown,Van,R363,586.5309852,531.0631365,Warehouse B,Central,Mr. Khan,High,Cash,Unknown,Unknown,No Remarks,10180.75038,-1821 days,0.905430659,112854.3367,Yes,Urgent,1,3
S103793,O52418,C9298,Fatima Noor,John@Example.Com,9.2E+11,Chennai,India,North,600001,P7568,Mobile,Electronics,31.44274101,15,3351.575064,149908.9591,06-12-2022,23-03-2024,1,Delayed,Ship,V274,Mr. Rao,Cargo,R346,1614.638382,1117.916775,Hub C,North Hub,Mr. Khan,Unknown,Cash,Unknown,Pending,Delayed Delivery,50273.62596,473 days,0.692363558,148294.3207,Yes,Na,1,2
S547173,O35443,C6284,Li Wei,John@Example.Com,9.19E+11,Delhi,Uk,Unknown,0,P5827,Unknown,Furniture,32.85574054,4,2675.147143,45101.87522,14-07-2020,29-12-2024,11,Delayed,Air,V287,Ms. Sharma,Cargo,R920,1183.948113,897.1221866,Warehouse A,North Hub,Mr. Patel,Unknown,Unknown,Unknown,Unknown,Handle With Care,10700.58857,1629 days,0.757737756,43917.92711,Yes,Na,6,2
S487690,O38974,C5973,Jane Smith,John@Example.Com,9.18E+11,Unknown,Usa,East,560001,P7745,Laptop,Clothing,77.62571592,9,472.028212,18874.57945,25-09-2023,27-08-2022,8,In Transit,Ship,V727,Unknown,Cargo,R616,9938.558587,1384.774596,Hub C,North Hub,Mr. Khan,High,Debit,Unknown,Pending,Delayed Delivery,4248.253908,-394 days,0.139333545,8936.020863,Yes,Urgent,3,3
S416509,O38426,C1328,John Doe,Amit@Gmail.Com,9.18E+11,Bangalore,Usa,East,600001,P3604,Mobile,Accessories,2.548157182,4,1400.472211,7967.942201,23-10-2021,23-10-2024,10,Pending,Road,V911,Ms. Sharma,Cargo,R564,5873.870748,1861.959901,Hub C,Central,Mr. Khan,Low,Unknown,Unknown,Returned,Handle With Care,5601.888844,1096 days,0.316990275,2094.071453,Yes,Normal,6,1
S202426,O52829,C8899,Amit Kumar,,9.2E+11,Mumbai,Unknown,West,560001,P3042,Headphones,Accessories,66.42096729,9,1131.194487,110595.0915,22-10-2023,30-01-2024,13,In Transit,Air,V138,Mr. Rao,Cargo,R809,8621.622057,1961.602136,Warehouse B,Central,Ms. Verma,Medium,Cash,Unknown,Not Returned,Handle With Care,10180.75038,100 days,0.227521239,101973.4694,Yes,Not Urgent,1,4
S587421,O31599,C8079,Not Provided,,9.16E+11,Delhi,Usa,Unknown,400001,P9313,Charger,Accessories,12.02897142,13,1274.356122,65957.74185,08-12-2021,15-04-2023,2,Delayed,Ship,V897,Ms. Sharma,Van,R300,8013.277385,1053.600666,Unknown,South Hub,Mr. Khan,Unknown,Unknown,No,Not Returned,Delayed Delivery,16566.62959,493 days,0.131481866,57944.46447,Yes,Na,6,2
S756552,O42288,C7168,Fatima Noor,,9.18E+11,Mumbai,India,North,0,P2053,Mobile,Electronics,20.36754132,12,4662.325817,128829.1231,02-10-2020,25-09-2020,13,Delivered,Road,V844,Mrs. Patel,Cargo,R292,6730.004134,796.7421056,Hub C,Unknown,Mr. Khan,Unknown,Upi,No,Pending,No Remarks,55947.9098,-7 days,0.11838657,122099.119,Yes,Na,5,2
S591224,O51363,C2010,Li Wei,,9.18E+11,Unknown,Uk,West,110001,P8734,Unknown,Electronics,12.02897142,17,802.3631792,197133.6254,18-01-2022,27-07-2023,8,In Transit,Unknown,V181,Ms. Sharma,Van,R200,5527.842774,573.765768,Hub C,South Hub,Ms. Verma,Medium,Unknown,No,Pending,Delayed Delivery,13640.17405,555 days,0.103795602,191605.7826,Yes,Not Urgent,6,4
S798281,O17843,C9083,John Doe,John@Example.Com,9.18E+11,Bangalore,India,North,600001,P8059,Charger,Furniture,32.85574054,4,3545.305279,17051.12345,15-01-2020,22-04-2023,14,Cancelled,Ship,V500,Mrs. Patel,Cargo,R147,4600.327884,1114.660511,Unknown,Central,Unknown,Unknown,Unknown,No,Not Returned,No Remarks,14181.22112,1193 days,0.242300231,12450.79557,Yes,Na,6,2
S410097,O51744,C7112,Michael Brown,,9.16E+11,Bangalore,Uk,North,560001,P5844,Headphones,Food,83.32804276,11,1206.769041,79017.03623,03-08-2020,03-08-2022,2,Pending,Unknown,V364,Ms. Sharma,Van,R487,6853.332809,1939.508704,Warehouse B,Unknown,Mr. Khan,Low,Cash,Unknown,Unknown,No Remarks,13274.45945,730 days,0.283002264,72163.70342,Yes,Normal,1,1
S774533,O31861,C3787,Not Provided,Amit@Gmail.Com,9.18E+11,Mumbai,Uk,Unknown,0,P7485,Unknown,Food,7.917789046,17,4932.496363,14882.3431,14-06-2021,30-05-2023,5,Delayed,Ship,V317,Mr. Lee,Cargo,R563,9938.558587,575.8247449,Warehouse A,South Hub,Mr. Khan,Medium,Upi,Yes,Unknown,No Remarks,83852.43817,715 days,0.057938457,4943.784513,Yes,Not Urgent,5,4
S248514,O47657,C3737,Not Provided,,9.18E+11,Bangalore,Uk,East,400001,P5852,Charger,Electronics,12.02897142,5,4376.729227,148375.786,01-03-2023,08-02-2020,13,Delivered,Air,V682,Unknown,Van,R484,4344.411364,1979.575093,Warehouse A,North Hub,Unknown,Unknown,Upi,No,Unknown,Check Packaging,21883.64614,-1117 days,0.455660141,144031.3746,Yes,Na,5,2
S446420,O96937,C1848,John Doe,John@Example.Com,9.18E+11,Bangalore,India,South,0,P2099,Headphones,Clothing,21.62774151,12,524.0510367,141034.9164,22-10-2022,24-01-2025,1,Delayed,Road,V145,Ms. Sharma,Bike,R849,5675.666106,1513.852223,Warehouse A,Central,Mr. Patel,Medium,Cash,No,Unknown,No Remarks,6288.61244,825 days,0.266726794,135359.2503,Yes,Not Urgent,1,4
S112004,O81723,C2898,John Doe,Amit@Gmail.Com,9.17E+11,Mumbai,Unknown,South,0,P3271,Mobile,Furniture,49.77010256,9,4539.137139,18639.48465,21-08-2023,30-04-2024,14,Pending,Air,V594,Ms. Sharma,Bike,R863,5630.916919,731.0664401,Warehouse A,South Hub,Ms. Verma,Low,Unknown,No,Pending,Delayed Delivery,40852.23425,253 days,0.129830799,13008.56773,Yes,Normal,6,1
S852411,O97984,C6018,Jane Smith,,9.18E+11,Chennai,Uk,East,600001,P8635,Mobile,Electronics,81.63841213,7,582.1182537,179436.9465,01-01-2022,22-02-2025,12,Unknown,Rail,V333,Mr. Rao,Cargo,R308,586.5309852,168.3664584,Hub C,Central,Mr. Patel,Low,Upi,Unknown,Pending,Handle With Care,4074.827776,1148 days,0.28705467,178850.4155,Yes,Normal,5,1
S276578,O13369,C7293,Amit Kumar,John@Example.Com,9.19E+11,Delhi,Uk,North,400001,P8050,Headphones,Furniture,60.95071276,16,4886.34183,97446.1529,06-06-2023,18-03-2024,2,Delayed,Ship,V305,Mrs. Patel,Cargo,R483,8565.430964,685.8229713,Hub C,North Hub,Mr. Patel,Unknown,Online,No,Unknown,Delayed Delivery,78181.46928,286 days,0.080068706,88880.72194,Yes,Na,4,2
S169744,O37720,C7207,Li Wei,,9.18E+11,Mumbai,Usa,East,0,P4982,Mobile,Unknown,6.972633502,8,4256.863571,192457.5095,02-11-2022,18-02-2021,14,Delivered,Road,V138,Mr. Rao,Bike,R200,1209.503401,1994.252399,Hub C,North Hub,Ms. Verma,High,Upi,Yes,Returned,Handle With Care,34054.90857,-622 days,1.648819174,191248.0061,Yes,Urgent,5,3
S682013,O14680,C1363,Not Provided,John@Example.Com,9.18E+11,Delhi,Usa,East,400001,P5763,Mobile,Accessories,73.33339721,1,307.5872966,147017.1363,19-01-2020,22-09-2021,13,Cancelled,Rail,V328,Mrs. Patel,Bike,R864,1183.948113,738.6984002,Unknown,Central,Mr. Khan,Low,Upi,Unknown,Pending,Delayed Delivery,307.5872966,612 days,0.623928019,145833.1882,Yes,Normal,5,1
S442626,O75600,C6559,Fatima Noor,,9.18E+11,Chennai,India,North,110001,P3586,Mobile,Clothing,73.33339721,9,247.9313375,33976.37038,03-06-2021,23-03-2025,1,Delivered,Ship,V754,Mr. Rao,Truck,R681,2321.317146,333.7242436,Warehouse B,Unknown,Mr. Khan,Unknown,Upi,Yes,Returned,No Remarks,2231.382038,1389 days,0.143765036,31655.05323,Yes,Na,5,2
S921110,O51024,C9728,Jane Smith,John@Example.Com,9.2E+11,Unknown,Uk,West,110001,P8015,Mobile,Furniture,78.62500816,11,4018.205926,131384.3072,15-07-2023,17-11-2022,3,Unknown,Rail,V522,Mr. Lee,Cargo,R899,8813.090633,23.39008855,Hub C,South Hub,Ms. Verma,Unknown,Online,Unknown,Unknown,Handle With Care,44200.26519,-240 days,0.002654017,122571.2166,Yes,Na,4,2
S392707,O46218,C8988,Fatima Noor,Amit@Gmail.Com,9.16E+11,Mumbai,Uk,North,0,P8656,Unknown,Electronics,14.37963913,11,4221.339974,131243.5693,06-04-2023,17-08-2021,13,In Transit,Ship,V387,Mr. Lee,Truck,R651,7342.820681,796.7421056,Unknown,South Hub,Mr. Patel,Low,Cash,Unknown,Unknown,Check Packaging,46434.73971,-597 days,0.108506273,123900.7486,Yes,Normal,1,1
S946394,O76118,C3679,John Doe,,9.17E+11,Delhi,Unknown,West,600001,P7048,Charger,Clothing,77.62571592,3,3628.704096,13794.51044,03-02-2024,26-05-2020,9,In Transit,Ship,V199,Mrs. Patel,Van,R798,6590.437715,1384.774596,Warehouse B,Central,Mr. Khan,Unknown,Unknown,No,Returned,Handle With Care,10886.11229,-1348 days,0.210118759,7204.072725,Yes,Na,6,2
S793830,O59076,C8086,Fatima Noor,Amit@Gmail.Com,9.17E+11,Bangalore,India,South,110001,P1083,Unknown,Unknown,45.87896343,10,524.0510367,167175.0862,10-07-2025,29-03-2025,4,Pending,Unknown,V504,Ms. Sharma,Truck,R606,9983.976999,1808.283386,Warehouse A,Unknown,Unknown,Low,Card,Yes,Returned,Delayed Delivery,5240.510367,-103 days,0.181118545,157191.1092,Yes,Normal,0,1
S755903,O13960,C6025,John Doe,Amit@Gmail.Com,9.16E+11,Mumbai,India,Unknown,560001,P6612,Mobile,Unknown,20.00029481,18,2880.640669,110595.0915,07-12-2022,14-02-2021,8,Cancelled,Unknown,V967,Mrs. Patel,Cargo,R636,4527.669155,1507.020937,Unknown,Central,Unknown,Unknown,Unknown,Yes,Not Returned,No Remarks,51851.53204,-661 days,0.332846965,106067.4223,Yes,Na,6,2
S994154,O82022,C4501,Jane Smith,Amit@Gmail.Com,9.2E+11,Bangalore,India,Unknown,0,P5514,Mobile,Accessories,52.24676811,12,2847.357221,62335.44104,25-01-2022,30-07-2023,1,In Transit,Unknown,V922,Unknown,Truck,R893,5943.195907,1142.281819,Warehouse A,Central,Mr. Patel,Low,Cash,Yes,Pending,Check Packaging,34168.28665,551 days,0.192199927,56392.24513,Yes,Normal,1,1
S558979,O39811,C3071,Not Provided,Amit@Gmail.Com,9.18E+11,Unknown,Uk,West,600001,P9381,Laptop,Unknown,73.09581474,7,2127.286521,148242.9735,13-03-2025,17-11-2020,5,Delayed,Road,V100,Mrs. Patel,Bike,R238,1084.968401,1843.161592,Hub C,Central,Unknown,Medium,Debit,Unknown,Pending,Check Packaging,14891.00565,-1577 days,1.69881592,147158.0051,Yes,Not Urgent,3,4
S919167,O61212,C4183,John Doe,,9.2E+11,Delhi,India,East,560001,P3120,Tablet,Electronics,26.24860817,9,1955.826088,131243.5693,09-08-2025,13-11-2020,0,Delayed,Unknown,V318,Unknown,Van,R724,2530.987075,320.2241976,Hub C,Unknown,Unknown,Unknown,Credit,No,Not Returned,Handle With Care,17602.43479,-1730 days,0.126521467,128712.5822,No,Na,2,2
S113779,O40851,C2325,Li Wei,,9.19E+11,Chennai,Usa,North,400001,P1241,Tablet,Unknown,93.98014469,4,1428.488157,54617.5749,20-05-2025,22-04-2022,-1,Unknown,Rail,V176,Mr. Lee,Van,R642,8641.039995,1165.597811,Warehouse A,Unknown,Mr. Khan,Medium,Online,Unknown,Not Returned,Handle With Care,5713.952628,-1124 days,0.134890917,45976.53491,No,Not Urgent,4,4
S786862,O60843,C3704,Fatima Noor,John@Example.Com,9.19E+11,Chennai,Unknown,Unknown,600001,P2657,Mobile,Furniture,92.22648638,9,1937.487668,31450.40809,13-02-2025,30-05-2021,-1,Delayed,Air,V397,Mr. Rao,Bike,R553,8641.039995,1513.852223,Unknown,South Hub,Ms. Verma,Medium,Unknown,No,Not Returned,Check Packaging,17437.38901,-1355 days,0.17519329,22809.3681,No,Not Urgent,6,4
S281823,O17740,C1885,Not Provided,John@Example.Com,9.18E+11,Mumbai,Usa,North,400001,P6584,Laptop,Furniture,30.77210317,9,2675.147143,196124.1791,09-10-2022,28-02-2022,3,Unknown,Air,V845,Mr. Lee,Cargo,R578,9938.558587,65.59446973,Warehouse A,South Hub,Mr. Khan,Low,Card,Yes,Unknown,Delayed Delivery,24076.32429,-223 days,0.006599998,186185.6205,Yes,Normal,0,1
S738694,O30110,C9302,Li Wei,John@Example.Com,9.17E+11,Bangalore,India,South,110001,P4564,Tablet,Electronics,78.62500816,1,866.0408677,32793.98709,02-12-2021,12-05-2025,14,Pending,Air,V270,Mr. Rao,Bike,R173,1209.503401,860.6044895,Warehouse A,Unknown,Mr. Khan,High,Unknown,Yes,Unknown,No Remarks,866.0408677,1257 days,0.711535403,31584.48369,Yes,Urgent,6,3
S384932,O84922,C6732,Not Provided,,9.19E+11,Mumbai,Uk,Unknown,560001,P8781,Tablet,Electronics,7.917789046,1,2634.015917,65423.89091,22-11-2022,25-04-2024,10,Cancelled,Air,V704,Ms. Sharma,Cargo,R461,9505.592367,1513.852223,Warehouse A,Central,Ms. Verma,Low,Online,No,Pending,Check Packaging,2634.015917,520 days,0.159259114,55918.29854,Yes,Normal,4,1
S120321,O10810,C2448,Not Provided,,9.2E+11,Mumbai,Usa,North,400001,P9412,Tablet,Food,93.98014469,17,1131.194487,131653.9671,04-05-2021,26-08-2021,5,Pending,Air,V964,Unknown,Van,R514,1084.968401,685.8229713,Warehouse B,Central,Ms. Verma,Medium,Online,No,Returned,Check Packaging,19230.30628,114 days,0.632113314,130568.9987,Yes,Not Urgent,4,4
S469743,O72869,C8039,Michael Brown,,9.18E+11,Bangalore,India,West,560001,P4715,Mobile,Unknown,36.95300341,5,247.9313375,147443.1632,11-04-2022,12-05-2021,5,In Transit,Unknown,V410,Unknown,Cargo,R791,7561.095208,1954.873446,Hub C,South Hub,Ms. Verma,Medium,Credit,No,Unknown,Handle With Care,1239.656688,-334 days,0.258543689,139882.068,Yes,Not Urgent,2,4
S340054,O88068,C4200,Not Provided,John@Example.Com,9.16E+11,Delhi,India,East,400001,P6288,Laptop,Clothing,63.9369684,5,3146.504377,172921.7965,04-02-2023,06-02-2020,1,Unknown,Air,V333,Unknown,Cargo,R901,2321.317146,1756.926761,Warehouse A,Unknown,Ms. Verma,High,Debit,Unknown,Not Returned,No Remarks,15732.52189,-1094 days,0.756866318,170600.4794,Yes,Urgent,3,3
S918979,O31115,C8266,Not Provided,,9.18E+11,Mumbai,India,West,560001,P7824,Tablet,Food,12.64280437,14,3016.493332,131653.9671,17-10-2023,29-12-2024,13,Cancelled,Unknown,V751,Mr. Rao,Cargo,R288,5527.842774,772.2360719,Warehouse B,Unknown,Mr. Khan,High,Online,No,Returned,Handle With Care,42230.90665,439 days,0.139699355,126126.1243,Yes,Urgent,4,3
S998065,O52885,C4202,Michael Brown,,9.19E+11,Unknown,Usa,South,0,P6684,Headphones,Food,6.824055853,17,3014.228373,79017.03623,11-10-2021,26-12-2020,13,Delivered,Air,V105,Ms. Sharma,Cargo,R879,8565.430964,1808.283386,Hub C,Unknown,Unknown,Medium,Unknown,Unknown,Not Returned,Handle With Care,51241.88234,-289 days,0.211114116,70451.60527,Yes,Not Urgent,6,4
S619521,O11122,C5831,Michael Brown,,9.17E+11,Delhi,India,East,560001,P6427,Headphones,Electronics,31.51525207,16,2903.3773,6111.438274,19-09-2024,27-10-2020,12,Delivered,Air,V464,Mr. Rao,Truck,R550,7753.704802,1601.377333,Unknown,South Hub,Mr. Khan,Low,Unknown,No,Not Returned,No Remarks,46454.0368,-1423 days,0.206530604,-1642.266528,Yes,Normal,6,1
S134730,O44237,C2216,Jane Smith,Amit@Gmail.Com,9.19E+11,Mumbai,Usa,West,400001,P7178,Tablet,Accessories,32.87036791,8,4624.872973,177191.3348,16-02-2025,31-03-2020,11,Delayed,Unknown,V774,Mr. Lee,Truck,R617,6663.056267,1697.171017,Unknown,South Hub,Mr. Khan,Medium,Unknown,No,Pending,Check Packaging,36998.98378,-1783 days,0.254713595,170528.2785,Yes,Not Urgent,6,4
S536436,O55181,C5928,Michael Brown,Amit@Gmail.Com,9.18E+11,Mumbai,Uk,North,600001,P1705,Laptop,Food,52.51191652,7,1457.382451,121583.5087,20-06-2024,28-08-2020,0,Pending,Rail,V149,Unknown,Cargo,R166,8138.839,1697.171017,Unknown,North Hub,Mr. Patel,Low,Card,No,Returned,Delayed Delivery,10201.67716,-1392 days,0.20852741,113444.6697,No,Normal,0,1
S171185,O72956,C8936,John Doe,,9.17E+11,Delhi,India,West,400001,P4979,Laptop,Furniture,26.24860817,3,3619.054145,78221.03064,07-10-2022,25-04-2024,0,Unknown,Unknown,V384,Mr. Rao,Cargo,R868,8481.274237,906.3141668,Warehouse B,Central,Mr. Khan,Unknown,Unknown,Unknown,Unknown,No Remarks,10857.16244,566 days,0.106860613,69739.7564,No,Na,6,2
S776606,O28535,C5801,Fatima Noor,John@Example.Com,9.18E+11,Bangalore,Uk,South,110001,P6062,Unknown,Clothing,76.19811234,8,838.5720371,38876.6444,07-06-2023,13-01-2023,4,Delayed,Road,V651,Unknown,Bike,R904,5719.099567,1779.59497,Hub C,Unknown,Mr. Patel,Low,Cash,Yes,Not Returned,Handle With Care,6708.576297,-145 days,0.311166985,33157.54483,Yes,Normal,1,1
S722116,O98724,C4256,Michael Brown,,9.19E+11,Mumbai,Usa,East,0,P1754,Tablet,Unknown,49.63266184,3,912.2019229,132639.4732,02-03-2023,15-02-2021,13,Delayed,Rail,V255,Mrs. Patel,Van,R272,7392.57299,685.8229713,Warehouse A,North Hub,Ms. Verma,High,Unknown,Yes,Returned,No Remarks,2736.605769,-745 days,0.09277189,125246.9002,Yes,Urgent,6,3
S353145,O38574,C2127,Jane Smith,Amit@Gmail.Com,9.16E+11,Mumbai,Uk,East,400001,P5052,Unknown,Clothing,2.548157182,10,3887.725191,12163.06653,12-04-2021,26-08-2021,13,Delivered,Road,V250,Mr. Lee,Cargo,R951,1034.190411,1142.281819,Hub C,North Hub,Mr. Khan,High,Card,Yes,Not Returned,No Remarks,38877.25191,136 days,1.104517898,11128.87612,Yes,Urgent,0,3
S877982,O11838,C9429,Jane Smith,Amit@Gmail.Com,9.2E+11,Mumbai,India,South,600001,P9883,Laptop,Furniture,71.46785633,14,1931.036453,72713.96428,28-06-2022,31-12-2023,11,Delayed,Unknown,V634,Mrs. Patel,Cargo,R956,8607.492526,353.8337453,Hub C,North Hub,Ms. Verma,Low,Online,Unknown,Unknown,Delayed Delivery,27034.51034,551 days,0.041107645,64106.47175,Yes,Normal,4,1
S924321,O60205,C7952,Michael Brown,,9.18E+11,Chennai,Usa,East,110001,P4715,Headphones,Furniture,21.62774151,18,3436.150888,52705.98888,07-10-2021,10-10-2025,5,Delayed,Ship,V455,Unknown,Van,R679,3152.005782,149.423824,Warehouse B,South Hub,Ms. Verma,Medium,Card,No,Pending,Handle With Care,61850.71598,1464 days,0.047405949,49553.9831,Yes,Not Urgent,0,4
S319715,O41397,C2833,Not Provided,Amit@Gmail.Com,9.19E+11,Delhi,Uk,West,0,P4330,Tablet,Electronics,29.47729945,13,795.7657041,51317.76474,11-08-2022,21-08-2025,0,Delayed,Air,V931,Mr. Rao,Cargo,R249,9057.001816,1010.986043,Unknown,Unknown,Ms. Verma,Medium,Upi,Yes,Returned,Handle With Care,10344.95415,1106 days,0.111624803,42260.76292,No,Not Urgent,5,4
S355782,O68410,C4299,John Doe,,9.17E+11,Mumbai,Usa,South,600001,P9804,Mobile,Food,36.16733999,12,4217.694349,79017.03623,03-07-2022,21-12-2020,7,Delayed,Ship,V137,Ms. Sharma,Van,R172,5527.842774,1939.508704,Warehouse B,Unknown,Unknown,Unknown,Cash,Unknown,Unknown,No Remarks,50612.33219,-559 days,0.350861771,73489.19346,Yes,Na,1,2
S602058,O91559,C9593,Not Provided,,9.2E+11,Delhi,Usa,North,0,P1332,Mobile,Unknown,31.51525207,10,3619.054145,147017.1363,11-06-2020,13-07-2023,13,Delayed,Unknown,V154,Mr. Rao,Truck,R439,8553.133891,1886.76569,Hub C,Unknown,Mr. Khan,High,Cash,Yes,Unknown,No Remarks,36190.54145,1127 days,0.220593494,138464.0024,Yes,Urgent,1,3
S277088,O47110,C4804,Li Wei,John@Example.Com,9.19E+11,Mumbai,Uk,Unknown,560001,P2426,Headphones,Unknown,73.03621322,2,4217.694349,45101.87522,19-02-2024,21-02-2020,13,Delayed,Air,V714,Mr. Lee,Truck,R250,6919.232083,23.39008855,Warehouse B,South Hub,Unknown,Medium,Upi,No,Unknown,Handle With Care,8435.388698,-1459 days,0.003380446,38182.64314,Yes,Not Urgent,5,4
